Localidades;Periodos;EmpregosFormais ;EmpregosFormaisdeHomens ;EmpregosFormaisdeMulheres ;Cód. IBGE
Caçapava;2015;22011;13768;8243;3508504
Caçapava;2016;21149;13217;7932;3508504
Caçapava;2017;21272;13141;8131;3508504
Cedral;2013;2319;1307;1012;3511300
Cedral;2014;2564;1441;1123;3511300
Cedral;2015;2715;1544;1171;3511300
Cedral;2016;2398;1412;986;3511300
Cedral;2017;4535;2193;2342;3511300
Cerqueira César;2013;5008;3087;1921;3511409
Cerqueira César;2014;4854;2928;1926;3511409
Cerqueira César;2015;4523;2734;1789;3511409
Cerqueira César;2016;4617;2806;1811;3511409
Cerqueira César;2017;4846;3038;1808;3511409
Cerquilho;2013;12281;7201;5080;3511508
Cerquilho;2014;13245;7473;5772;3511508
Cerquilho;2015;12671;7418;5253;3511508
Cerquilho;2016;12314;7178;5136;3511508
Cerquilho;2017;12246;7169;5077;3511508
Cesário Lange;2013;3393;1993;1400;3511607
Cesário Lange;2014;3411;2037;1374;3511607
Cesário Lange;2015;3625;2230;1395;3511607
Cesário Lange;2016;3493;2176;1317;3511607
Cesário Lange;2017;3578;2225;1353;3511607
Charqueada;2013;2901;1614;1287;3511706
Charqueada;2014;2888;1590;1298;3511706
Charqueada;2015;2706;1555;1151;3511706
Charqueada;2016;2458;1431;1027;3511706
Charqueada;2017;2514;1552;962;3511706
Chavantes;2013;2092;1298;794;3557204
Chavantes;2014;2081;1294;787;3557204
Chavantes;2015;1997;1246;751;3557204
Chavantes;2016;1836;1097;739;3557204
Chavantes;2017;1804;1078;726;3557204
Clementina;2013;3585;3050;535;3511904
Clementina;2014;3987;3309;678;3511904
Clementina;2015;3768;3258;510;3511904
Clementina;2016;3997;3553;444;3511904
Clementina;2017;3792;3295;497;3511904
Colina;2013;5290;3576;1714;3512001
Colina;2014;5259;3417;1842;3512001
Colina;2015;5402;3596;1806;3512001
Colina;2016;5019;3286;1733;3512001
Colina;2017;5129;3251;1878;3512001
Colômbia;2013;3459;2457;1002;3512100
Colômbia;2014;4168;2913;1255;3512100
Colômbia;2015;4451;3246;1205;3512100
Colômbia;2016;3304;2440;864;3512100
Colômbia;2017;5261;3862;1399;3512100
Conchal;2013;5928;3169;2759;3512209
Conchal;2014;6108;3332;2776;3512209
Conchal;2015;5929;3266;2663;3512209
Conchal;2016;5606;3057;2549;3512209
Conchal;2017;5648;3079;2569;3512209
Conchas;2013;3327;1991;1336;3512308
Conchas;2014;3369;1957;1412;3512308
Conchas;2015;3381;1963;1418;3512308
Conchas;2016;3573;2006;1567;3512308
Conchas;2017;3320;1876;1444;3512308
Cordeirópolis;2013;9561;6387;3174;3512407
Cordeirópolis;2014;9492;6240;3252;3512407
Cordeirópolis;2015;9696;6351;3345;3512407
Cordeirópolis;2016;9250;6055;3195;3512407
Cordeirópolis;2017;9418;6179;3239;3512407
Coroados;2013;905;593;312;3512506
Coroados;2014;906;588;318;3512506
Coroados;2015;910;591;319;3512506
Coroados;2016;884;591;293;3512506
Coroados;2017;958;616;342;3512506
Coronel Macedo;2013;665;411;254;3512605
Coronel Macedo;2014;718;445;273;3512605
Coronel Macedo;2015;706;429;277;3512605
Coronel Macedo;2016;841;571;270;3512605
Coronel Macedo;2017;816;552;264;3512605
Corumbataí;2013;1053;704;349;3512704
Corumbataí;2014;1088;738;350;3512704
Corumbataí;2015;1120;754;366;3512704
Corumbataí;2016;1126;772;354;3512704
Corumbataí;2017;1040;738;302;3512704
Cosmópolis;2013;10772;6099;4673;3512803
Cosmópolis;2014;10424;5722;4702;3512803
Cosmópolis;2015;10200;5751;4449;3512803
Cosmópolis;2016;9763;5387;4376;3512803
Cosmópolis;2017;9160;5128;4032;3512803
Cosmorama;2013;2263;1608;655;3512902
Cosmorama;2014;2507;1864;643;3512902
Cosmorama;2015;2128;1560;568;3512902
Cosmorama;2016;1536;1060;476;3512902
Cosmorama;2017;1961;1437;524;3512902
Cotia;2013;76692;44275;32417;3513009
Cotia;2014;79178;45413;33765;3513009
Cotia;2015;79237;44864;34373;3513009
Cotia;2016;72967;40352;32615;3513009
Cotia;2017;72429;40216;32213;3513009
Cravinhos;2013;8806;5388;3418;3513108
Cravinhos;2014;8860;5374;3486;3513108
Cravinhos;2015;8575;5122;3453;3513108
Cravinhos;2016;8388;5111;3277;3513108
Cravinhos;2017;8681;5446;3235;3513108
Cristais Paulista;2013;1539;1041;498;3513207
Cristais Paulista;2014;1525;1011;514;3513207
Cristais Paulista;2015;1481;954;527;3513207
Cristais Paulista;2016;1739;1152;587;3513207
Cristais Paulista;2017;1733;1107;626;3513207
Cruzália;2013;388;199;189;3513306
Cruzália;2014;421;222;199;3513306
Cruzália;2015;404;224;180;3513306
Cruzália;2016;439;250;189;3513306
Cruzália;2017;389;227;162;3513306
Cruzeiro;2013;18569;12386;6183;3513405
